"Référence";"Contenu";"Objectif";"Thématique";"Cibles";"Correspondance";"Observations";"Référence Annexe au Règlement d’exécution 2024/2690 (1)";"Contenu Annexe au Règlement d’exécution 2024/2690 (1)";"Référence Annexe au Règlement d’exécution 2024/2690 (2)";"Contenu Annexe au Règlement d’exécution 2024/2690 (2)";"Référence Annexe au Règlement d’exécution 2024/2690 (3)";"Contenu Annexe au Règlement d’exécution 2024/2690 (3)";"Référence Annexe au Règlement d’exécution 2024/2690 (4)";"Contenu Annexe au Règlement d’exécution 2024/2690 (4)";"Référence Annexe au Règlement d’exécution 2024/2690 (5)";"Contenu Annexe au Règlement d’exécution 2024/2690 (5)";"Référence Annexe au Règlement d’exécution 2024/2690 (6)";"Contenu Annexe au Règlement d’exécution 2024/2690 (6)"
"13.7-EE";"L’identification de ces mesures de continuité s’appuie notamment :
•	Sur la cartographie de l’écosystème ;
•	Sur la procédure de gestion des incidents pour détecter et réagir au plus tôt aux incidents ;
•	Sur la procédure de gestion des crises d’origine cyber pour permettre la reprise au plus tôt des services.";"Objectif de sécurité 13: Continuité et reprise d'activité";"Continuité et reprise d'activité";"EntiteEssentielle";"faible";"Le règlement d'exécution établit des mesures de continuité d'activité que doivent respecter les entités, mais ne précise pas sur quoi celles-ci doivent être basées. ";;;;;;;;;;;;
"14.1-EI/EE";"L’entité s’assure de la définition, du maintien à jour et de la mise en œuvre d’une procédure de gestion de crises en cas d’incident de sécurité sur ses systèmes d’information nécessitant le passage en mode crise (par exemple : pour les incidents importants au sens de l’article 17 du PJL).";"Objectif de sécurité 14: Réaction aux crises d'origine cyber";"Gestion de crise";"EntiteImportante, EntiteEssentielle";"élevé";"Le règlement d'exécution exige la mise en place d'une procédure de gestion des crise mais ne prévoit pas de critères précis de passage en mode crise.";"4.3.1";"Les entités concernées mettent en place une procédure de gestion des crises.";;;;;;;;;;
"14.2-EI/EE";"L’entité s’assure du maintien à jour d’une liste imprimée des personnes mobilisables dans la gestion de la crise sur les sujets relatifs à la sécurité numérique ainsi que leurs coordonnées.";"Objectif de sécurité 14: Réaction aux crises d'origine cyber";"Gestion de crise";"EntiteImportante, EntiteEssentielle";"moyen";"Le règlement d'exécution précise les attendus concernant la procédure de gestion des crises, notamment les rôles et responsabilités de chaque partie prenante, dont le référentiel NIS 2 exige que les coordonnées soient tenues à jour et imprimées.";"4.3.2";"Les entités concernées veillent à ce que la procédure de gestion des crises porte au moins sur les aspects suivants:
a) les rôles et responsabilités du personnel et, s’il est besoin, des fournisseurs et des prestataires de services, en précisant la répartition des rôles dans les situations de crise, y compris les étapes spécifiques à suivre;
b) des moyens de communication appropriés entre les entités concernées et les autorités compétentes concernées;
c) l’application de mesures appropriées pour garantir le maintien de la sécurité des réseaux et des systèmes d’information dans les situations de crise.
Aux fins du point b), le flux d’informations entre les entités concernées et les autorités compétentes concernées comprend tant les communications obligatoires, telles que les rapports d’incidents et les délais correspondants, que les communications non obligatoires.";;;;;;;;;;
"14.3-EI/EE";"L’entité s’assure que la liste des personnes mobilisables prévue au 14.2-EI/EE est accessible dans un format adapté à la nature de la crise (par exemple, la liste doit être accessible au format papier si les systèmes d’information ne sont plus disponibles, et elle doit être accessible au format numérique si la version papier n’est pas accessible).";"Objectif de sécurité 14: Réaction aux crises d'origine cyber";"Gestion de crise";"EntiteImportante, EntiteEssentielle";"faible";"Le règlement d'exécution liste des actions à mettre en place en cas de crise, mais ne prévoit pas qu'une liste des personnes mobilisables soit disponible physiquement ou numériquement selon la situation. ";;;;;;;;;;;;
"14.4-EI/EE";"L’entité s’assure du maintien à jour d’un annuaire des parties prenantes externes à l’entité pertinente dans la gestion de la crise en s’appuyant sur la cartographie de l’écosystème.";"Objectif de sécurité 14: Réaction aux crises d'origine cyber";"Gestion de crise";"EntiteImportante, EntiteEssentielle";"élevé";;"4.3.2";"Les entités concernées veillent à ce que la procédure de gestion des crises porte au moins sur les aspects suivants:
a) les rôles et responsabilités du personnel et, s’il est besoin, des fournisseurs et des prestataires de services, en précisant la répartition des rôles dans les situations de crise, y compris les étapes spécifiques à suivre;
b) des moyens de communication appropriés entre les entités concernées et les autorités compétentes concernées;
c) l’application de mesures appropriées pour garantir le maintien de la sécurité des réseaux et des systèmes d’information dans les situations de crise.
Aux fins du point b), le flux d’informations entre les entités concernées et les autorités compétentes concernées comprend tant les communications obligatoires, telles que les rapports d’incidents et les délais correspondants, que les communications non obligatoires.";;;;;;;;;;
"14.5-EI/EE";"L’entité essentielle s’assure de la mise en œuvre de retour d’expérience (RETEX) permettant d’identifier les axes d’amélioration et les mesures associées à mettre en œuvre suite à un entraînement, un exercice ou une crise réelle.";"Objectif de sécurité 14: Réaction aux crises d'origine cyber";"Gestion de crise";"EntiteImportante, EntiteEssentielle";"faible";"Le règlement d'exécution liste un ensemble d'actions à mettre en place en cas de crise, mais ne prévoit pas l'instauration d'un RETEX. ";;;;;;;;;;;;
"14.6-EE";"L’entité s’assure de la définition, du maintien à jour et de la mise en œuvre des critères permettant d’activer et de désactiver le dispositif de gestion de crise prenant en compte les menaces cyber.";"Objectif de sécurité 14: Réaction aux crises d'origine cyber";"Gestion de crise";"EntiteEssentielle";"faible";"Le règlement d'exécution liste un ensemble d'actions à mettre en place en cas de crise, mais ne prévoit pas de critère précis d'activation et de désactivation du dispositif de gestion de crise. ";;;;;;;;;;;;
"14.7-EE";"L’entité s’assure de la définition, du maintien à jour et de la mise en œuvre des procédures et des mécanismes de gestion de la crise adaptés à la menace cyber en s’appuyant sur les recommandations de l’autorité nationale de sécurité des systèmes d’information.";"Objectif de sécurité 14: Réaction aux crises d'origine cyber";"Gestion de crise";"EntiteEssentielle";"élevé";"Le règlement d'exécution prévoit plusieurs mesures liées à la gestion des crises d'origine cyber, mais le référentiel NIS 2 va au-delà en prévoyant que les procédures et mécanismes définis à cet effet s'appuient sur les recommandations de l'ANSSI.";"4.3.2";"Les entités concernées veillent à ce que la procédure de gestion des crises porte au moins sur les aspects suivants:
a) les rôles et responsabilités du personnel et, s’il est besoin, des fournisseurs et des prestataires de services, en précisant la répartition des rôles dans les situations de crise, y compris les étapes spécifiques à suivre;
b) des moyens de communication appropriés entre les entités concernées et les autorités compétentes concernées;
c) l’application de mesures appropriées pour garantir le maintien de la sécurité des réseaux et des systèmes d’information dans les situations de crise.
Aux fins du point b), le flux d’informations entre les entités concernées et les autorités compétentes concernées comprend tant les communications obligatoires, telles que les rapports d’incidents et les délais correspondants, que les communications non obligatoires.";;;;;;;;;;
"14.8-EE";"L’entité s’assure de la définition et de la mise en œuvre des mesures pour isoler, protéger et, le cas échéant, reconstruire les systèmes d’information concernés, activables en cas d’incident de sécurité.
Ces mesures prennent en compte les infrastructures, applicatifs et services numériques externalisés à des prestataires et sont mises en place en cohérence avec les plans de continuité et de reprise d’activité.";"Objectif de sécurité 14: Réaction aux crises d'origine cyber";"Gestion de crise";"EntiteEssentielle";"moyen";"Le référentiel NIS 2 ajoute la prise en compte des services externalisés aux mesures prévues par le règlement d'exécution en matière de gestion des crises.";"3.5.2";"Les procédures de réponse aux incidents comprennent les étapes suivantes:
a) endiguement, afin d’éviter que les conséquences de l’incident ne se propagent;
b) éradication, afin d’éviter que l’incident ne se poursuive ou se reproduise,
c) rétablissement après l’incident, si nécessaire.";;;;;;;;;;
"14.9-EE";"L’entité s’assure de la définition d’une stratégie de communication adaptée aux crises d’origine cyber, incluant des scénarios de crise, le schéma d’organisation de la communication de crise, les outils de pilotage de la communication et des éléments de langage sur des sujets sensibles ou de crise. Cette stratégie prend en compte les scénarios de menaces cyber identifiés.";"Objectif de sécurité 14: Réaction aux crises d'origine cyber";"Gestion de crise";"EntiteEssentielle";"moyen";"Le règlement d'exécution prévoit que les plans et procédures de communication en cas de crise soient établis en lien avec les différentes parties prenantes et les autorités. Le corpus réglementaire requis par le référentiel NIS 2 est plus exhaustif.";"3.5.3";"Les entités concernées établissent des plans et des procédures de communication:
a) avec les centres de réponse aux incidents de sécurité informatique (CSIRT) ou, s’il y a lieu, avec les autorités compétentes, en rapport avec la notification des incidents;
b) pour la communication entre les membres du personnel de l’entité concernée et pour la communication avec les parties prenantes extérieures à l’entité concernée.";;;;;;;;;;
"14.10-EE";"L’entité s’assure de la disponibilité de moyens de communication de secours, si possible, sécurisés en temps de crise lorsque les moyens de communication habituels sont indisponibles.";"Objectif de sécurité 14: Réaction aux crises d'origine cyber";"Gestion de crise";"EntiteEssentielle";"moyen";"Le règlement d'exécution liste différentes mesures à respecter en cas de crise mais ne prévoit pas explicitement que l'organisation s'assure de la disponibilité de moyens de communication de secours. ";"4.2.4";"Sur la base des résultats de l’évaluation des risques effectuée conformément au point 2.1 et du plan de continuité de l’activité, les entités concernées veillent à ce que la disponibilité des ressources soit suffisante moyennant une redondance au moins partielle des éléments suivants:
a) réseaux et systèmes d’information;
b) actifs, y compris les installations, les équipements et les fournitures;
c) personnel doté des responsabilités, des pouvoirs et des compétences nécessaires;
d) canaux de communication appropriés.";"4.3.2";"Les entités concernées veillent à ce que la procédure de gestion des crises porte au moins sur les aspects suivants:
a) les rôles et responsabilités du personnel et, s’il est besoin, des fournisseurs et des prestataires de services, en précisant la répartition des rôles dans les situations de crise, y compris les étapes spécifiques à suivre;
b) des moyens de communication appropriés entre les entités concernées et les autorités compétentes concernées;
c) l’application de mesures appropriées pour garantir le maintien de la sécurité des réseaux et des systèmes d’information dans les situations de crise.
Aux fins du point b), le flux d’informations entre les entités concernées et les autorités compétentes concernées comprend tant les communications obligatoires, telles que les rapports d’incidents et les délais correspondants, que les communications non obligatoires.";;;;;;;;
"15.1-EI/EE";"L’entité s’assure de la sensibilisation et de la mise en œuvre d’un exercice sur table à une fréquence qu’elle définit pour les personnes mobilisables dans le dispositif de gestion des crises d’origine cyber.";"Objectif de sécurité 15: Exercices, tests et entrainements";"Exercices, tests et entraînements";"EntiteImportante, EntiteEssentielle";"élevé";"Le règlement d'exécution prévoit de nombreuses mesures liées à l'entrainement des personnes mobilisables en cas de crise mais n'exige pas l'organisation d'un exercice sur table.";"4.3.4";"Les entités concernées testent, réexaminent et, s’il est besoin, mettent à jour le plan de gestion des crises de façon régulière, à la suite d’incidents importants ou lorsque des changements majeurs concernant les opérations ou les risques se produisent.";"8.2.1";"Les entités concernées identifient les employés dont les rôles nécessitent des compétences et une expertise pertinentes en matière de sécurité, et veillent à ce qu’ils reçoivent régulièrement une formation sur la sécurité des réseaux et des systèmes d’information.";"8.2.2";"Les entités concernées établissent, mettent en œuvre et appliquent un programme de formation conforme à la politique de sécurité des réseaux et de l’information, aux politiques concernant des domaines spécifiques et aux autres procédures pertinentes en matière de sécurité des réseaux et de l’information, qui définit les besoins de formation pour certains rôles et postes sur la base de critères.";;;;;;
"15.2-EE";"L’entité définit et met en œuvre une stratégie d’entraînement qui comporte, au minimum, les éléments suivants :
•	Une liste des acteurs amenés à participer aux différents dispositifs d’entraînement et d’exercice ;
•	Une liste d’exercices permettant d’entraîner ou de tester les capacités opérationnelles ;
•	Les objectifs visés par la stratégie ; 
•	Les moyens de vérification ou d’évaluation d’atteinte de ces objectifs ;
•	Les scénarios de risques ou d’attaques à tester en priorité ;
•	La comitologie de suivi de la stratégie.
Cette stratégie peut être mutualisée avec d’autres livrables.";"Objectif de sécurité 15: Exercices, tests et entrainements";"Exercices, tests et entraînements";"EntiteEssentielle";"faible";"Le règlement d'exécution prévoit de nombreuses mesures liées à l'entrainement des personnes mobilisables en cas de crise mais ne précise pas les éléments devant composer cette stratégie d'entrainement.";;;;;;;;;;;;
"15.3-EE";"Cette stratégie d’entraînement vise à tester les dispositifs mis en œuvre par l’entité en matière :
•	De gestion des alertes relatives aux incidents, aux vulnérabilités et menaces ;
•	De continuité et de reprise d’activité ;
•	De gestion des crises d’origine cyber.";"Objectif de sécurité 15: Exercices, tests et entrainements";"Exercices, tests et entraînements";"EntiteEssentielle";"faible";"Le règlement d'exécution prévoit de nombreuses mesures liées à l'entrainement des personnes mobilisables en cas de crise mais ne précise pas les dispositifs devant être testés à cette occasion. ";;;;;;;;;;;;
"15.4-EE";"L’entité décline cette stratégie dans la définition et la mise en œuvre d’un programme triennal d’entraînement et d’exercice. Ce programme précise notamment la fréquence de ces entraînements et exercices ainsi que leur nature et que leurs objectifs.
Ce programme triennal doit permettre de tester les dispositifs de gestion des incidents, de gestion des crises d’origine cyber et de coopération avec l’écosystème et, le cas échéant, le volet cyber des plans de continuité et de reprise d’activité.";"Objectif de sécurité 15: Exercices, tests et entrainements";"Exercices, tests et entraînements";"EntiteEssentielle";"faible";"Le règlement d'exécutionprévoit de nombreuses mesures liées à l'entrainement des personnes mobilisables en cas de crise mais ne prévoit pas la création d'un programme d'entrainement à part entière, précisant la temporalité des exercices. ";;;;;;;;;;;;
"16.1-EE";"L’entité définit, met en œuvre et maintient à jour une gouvernance par les risques.
Cette gouvernance vise à s’assurer que le risque numérique est pris en compte par le dirigeant exécutif de l’entité et les responsables d’activité ou de service de l’entité au regard des rôles et responsabilités définis et que les moyens financiers, humains ou techniques adéquats sont alloués pour maîtriser ce risque.
Cette gouvernance intègre les éléments issus de l’approche par la conformité et la complète par une approche par les risques, réalisée dans les conditions définies ci-après. Ces approches sont complémentaires et peuvent être mutualisées, notamment en termes de livrables attendus.";"Objectif de sécurité 16: Mise en œuvre d'une approche par les risques";"Approche par les risques";"EntiteEssentielle";"élevé";;"2.1.1";"Aux fins de l’article 21, paragraphe 2, point a), de la directive (UE) 2022/2555, les entités concernées établissent et maintiennent un cadre approprié pour la gestion des risques afin d'identifier les risques pour la sécurité des réseaux et des systèmes d’information et d’y apporter une réponse. Les entités concernées réalisent des évaluations des risques, qu’elles consignent, et, sur la base des résultats obtenus, elles établissent, mettent en œuvre et suivent un plan de traitement des risques. Les résultats de l’évaluation des risques et les risques résiduels sont approuvés par les organes de direction ou, s’il y a lieu, par des personnes qui sont tenues de rendre des comptes et sont habilitées à gérer les risques, à condition que les entités concernées fassent rapport de manière adéquate aux organes de direction.";"7.1";"Aux fins de l’article 21, paragraphe 2, point f), de la directive (UE) 2022/2555, les entités concernées établissent, mettent en œuvre et appliquent une politique et des procédures visant à évaluer si les mesures de gestion des risques en matière de cybersécurité qu'elles ont prises sont effectivement mises en œuvre et maintenues.";;;;;;;;
"16.2-EE";"L’entité s’assure que chaque système d’information fait l’objet d’une analyse de risques.
Cette exigence peut être satisfaite via la réalisation et le maintien à jour d’une analyse de risques pour chaque activité ou service qu’elle fournit, couvrant l’ensemble des systèmes d’information supportant cette activité ou ce service.
Cette analyse de risques s’appuie sur les éléments issus :
•	De la PSSI et des spécificités sectorielles ;
•	De la maîtrise de l’écosystème ;
•	De la maîtrise du système d’information ;
•	De l’approche par conformité ;
•	Des audits.
La méthode EBIOS RM peut être utilisée pour réaliser cette analyse de risques.";"Objectif de sécurité 16: Mise en œuvre d'une approche par les risques";"Approche par les risques";"EntiteEssentielle";"moyen";"Le règlement d'exécution établit qu'une procédure de gestion des risques, comprenant une analyse de risques, doit être mise en place par l'entité, mais ne prévoit pas que ce travail d'analyse soit mené sur chaque SI individuellement.";"2.1.2";"Aux fins du point 2.1.1, les entités concernées établissent des procédures d’identification, d’analyse, d’évaluation et de traitement des risques (ci-après la «procédure de gestion des risques de cybersécurité»). La procédure de gestion des risques de cybersécurité fait partie intégrante de la procédure globale de gestion des risques des entités concernées, s’il y a lieu. Dans le cadre de la procédure de gestion des risques de cybersécurité, les entités concernées:
a) suivent une méthodologie de gestion des risques;
b) établissent le niveau de tolérance au risque en fonction de leur propension au risque;
c) définissent et maintiennent les critères de risque pertinents;
d) en suivant une approche «tous risques», identifient et consignent les risques pour la sécurité des réseaux et des systèmes d’information, en particulier en ce qui concerne les tiers et les risques susceptibles de perturber la disponibilité, l’intégrité, l’authenticité et la confidentialité des réseaux et des systèmes d’information, y compris l’identification de points uniques de défaillance;
e) analysent les risques qui pèsent sur la sécurité des réseaux et des systèmes d’information, y compris la menace, la probabilité, l’impact et le niveau de risque, en tenant compte des renseignements sur les cybermenaces et des vulnérabilités;
f) évaluent les risques identifiés en se fondant sur les critères de risque;
g) déterminent et hiérarchisent les options et les mesures qu’il convient d’appliquer en matière de traitement des risques;
h) suivent en continu la mise en œuvre des mesures de traitement du risque;
i) déterminent qui est responsable de la mise en œuvre des mesures de traitement des risques et quand celles-ci devraient être mises en œuvre;
j) consignent de manière compréhensible dans un plan de traitement des risques les mesures de traitement des risques choisies et les raisons justifiant l’acceptation des risques résiduels.";;;;;;;;;;
"16.3-EE";"L’entité valide l’analyse de risques, accepte les risques résiduels et met en œuvre le plan d’action pour maîtriser ces risques.
Le plan d’action prévoit, au minimum, une échéance raisonnable et un responsable pour la réalisation de chaque action.";"Objectif de sécurité 16: Mise en œuvre d'une approche par les risques";"Approche par les risques";"EntiteEssentielle";"moyen";"Le référentiel NIS 2 requiert que le plan de traitement des risques résiduels, comme prévu par le règlement d'exécution, comprenne un délai ainsi qu'un responsable pour chaque action.";"2.1.1";"Aux fins de l’article 21, paragraphe 2, point a), de la directive (UE) 2022/2555, les entités concernées établissent et maintiennent un cadre approprié pour la gestion des risques afin d'identifier les risques pour la sécurité des réseaux et des systèmes d’information et d’y apporter une réponse. Les entités concernées réalisent des évaluations des risques, qu’elles consignent, et, sur la base des résultats obtenus, elles établissent, mettent en œuvre et suivent un plan de traitement des risques. Les résultats de l’évaluation des risques et les risques résiduels sont approuvés par les organes de direction ou, s’il y a lieu, par des personnes qui sont tenues de rendre des comptes et sont habilitées à gérer les risques, à condition que les entités concernées fassent rapport de manière adéquate aux organes de direction.";"2.1.2";"Aux fins du point 2.1.1, les entités concernées établissent des procédures d’identification, d’analyse, d’évaluation et de traitement des risques (ci-après la «procédure de gestion des risques de cybersécurité»). La procédure de gestion des risques de cybersécurité fait partie intégrante de la procédure globale de gestion des risques des entités concernées, s’il y a lieu. Dans le cadre de la procédure de gestion des risques de cybersécurité, les entités concernées:
a) suivent une méthodologie de gestion des risques;
b) établissent le niveau de tolérance au risque en fonction de leur propension au risque;
c) définissent et maintiennent les critères de risque pertinents;
d) en suivant une approche «tous risques», identifient et consignent les risques pour la sécurité des réseaux et des systèmes d’information, en particulier en ce qui concerne les tiers et les risques susceptibles de perturber la disponibilité, l’intégrité, l’authenticité et la confidentialité des réseaux et des systèmes d’information, y compris l’identification de points uniques de défaillance;
e) analysent les risques qui pèsent sur la sécurité des réseaux et des systèmes d’information, y compris la menace, la probabilité, l’impact et le niveau de risque, en tenant compte des renseignements sur les cybermenaces et des vulnérabilités;
f) évaluent les risques identifiés en se fondant sur les critères de risque;
g) déterminent et hiérarchisent les options et les mesures qu’il convient d’appliquer en matière de traitement des risques;
h) suivent en continu la mise en œuvre des mesures de traitement du risque;
i) déterminent qui est responsable de la mise en œuvre des mesures de traitement des risques et quand celles-ci devraient être mises en œuvre;
j) consignent de manière compréhensible dans un plan de traitement des risques les mesures de traitement des risques choisies et les raisons justifiant l’acceptation des risques résiduels.";;;;;;;;
"16.4-EE";"L’entité réexamine l’analyse de risques au minimum tous les trois ans et en tant que de besoin, notamment en cas d’incident de sécurité ou d’évolutions majeures du contexte métier, technique ou organisationnel.";"Objectif de sécurité 16: Mise en œuvre d'une approche par les risques";"Approche par les risques";"EntiteEssentielle";"élevé";;"2.1.4";"Les entités concernées réexaminent et, s’il est besoin, mettent à jour les résultats de l’évaluation des risques et le plan de traitement des risques à intervalles prédéfinis et au moins chaque année, et lorsque des changements majeurs concernant les opérations ou les risques se produisent, ou lorsque des incidents importants surviennent.";;;;;;;;;;
"17.1-EE";"L’entité définit et met en œuvre un programme d’audit de l’ensemble de ses systèmes d’information et s’assure que les audits associés à ce programme ainsi que leur profondeur et leur fréquence tiennent compte de tout ou partie de l’analyse de risque réalisée, de la criticité du système d’information au regard de son organisation et de l’exposition du système d’information aux risques numériques.
Pour évaluer cette criticité et ce niveau d’exposition, l’entité peut s’appuyer sur les recommandations de l’autorité nationale de sécurité des systèmes d’information en matière de gestion des risques numériques.";"Objectif de sécurité 17: Audit de la sécurité des systèmes d'information";"Audits de la sécurité";"EntiteEssentielle";"moyen";"Le référentiel NIS 2 prévoit que les audits, ou réexamens indépendants comme mentionnés dans le règlement d'exécution, soient étendus et complétés pour constituer un programme d'audit, intégrant les résultats de l'analyse de risque.";"2.3.1";"Les entités concernées réexaminent en toute indépendance leur approche de la gestion de la sécurité des réseaux et des systèmes d’information et sa mise en œuvre, y compris en ce qui concerne les effectifs, les procédures et les technologies.";"2.3.4";"Les réexamens indépendants ont lieu à intervalles prédéfinis et en cas d’incidents importants ou lorsque des changements majeurs concernant les opérations ou les risques se produisent.";;;;;;;;
"17.2-EE";"L’audit de sécurité permet, de manière indépendante :
•	De vérifier, sur le périmètre défini, l’atteinte des objectifs fixés par la réglementation via 
o	La conformité aux présentes mesures, ou 
o	La mise en œuvre de mesures alternatives ; et
•	D’évaluer le niveau de sécurité du ou des systèmes d’information couverts au regard des menaces et des vulnérabilités connues.";"Objectif de sécurité 17: Audit de la sécurité des systèmes d'information";"Audits de la sécurité";"EntiteEssentielle";"élevé";;"2.2.1";"Les entités concernées réexaminent régulièrement la conformité avec leurs politiques en matière de sécurité des réseaux et des systèmes d’information, les politiques concernant des domaines spécifiques, les règles et les normes. Les organes de direction sont informés, au moyen de rapports réguliers établis sur la base des examens de conformité, du stade atteint en matière de sécurité des réseaux et de l’information.";;;;;;;;;;
"17.3-EE";"Sans préjudice d’autres obligations légales et réglementaires, l’audit de sécurité comprend au minimum une activité parmi les suivantes : un test d’intrusion (couvrant au minimum les interfaces exposées à des systèmes sous la responsabilité de l’entité pour lesquels elle a décidé de ne pas appliquer les objectifs de sécurité ainsi qu’à des systèmes d’information tiers), un audit de configuration, un audit d’architecture, un audit organisationnel et physique et, lorsque cela est pertinent, un audit de code.";"Objectif de sécurité 17: Audit de la sécurité des systèmes d'information";"Audits de la sécurité";"EntiteEssentielle";"moyen";"Le règlement d'exécution exige que des ""tests de sécurité"" soient effectués par les entités, mais ne précise pas la portée des différents tests composant l'audit.";"6.5.1";"Les entités concernées établissent, mettent en œuvre et appliquent une politique et des procédures en matière de tests de sécurité.";"6.5.2";"Les entités concernées:
a) déterminent, sur la base de l’évaluation des risques effectuée conformément au point 2.1, la nécessité, la portée, la fréquence et le type de tests de sécurité;
b) effectuent, selon une méthode de test documentée, des tests de sécurité couvrant les composants identifiés dans le cadre d’une analyse des risques comme étant importants pour une exploitation sûre;
c) consignent le type, la portée, la date et les résultats des tests, y compris l’évaluation de la criticité et des mesures d’atténuation pour chaque constat;
d) appliquent des mesures d’atténuation en cas de constats critiques.";"6.5.3";"Les entités concernées réexaminent et, s’il est besoin, mettent à jour à intervalles prédéfinis leur politique en matière de tests de sécurité.";"13.3.3";"Les entités concernées testent, réexaminent et, s’il est besoin, mettent à jour les mesures de contrôle de l’accès physique de façon régulière, à la suite d’incidents importants ou lorsque des changements majeurs concernant les opérations ou les risques se produisent.";;;;
"17.4-EE";"Le rapport de l’audit de sécurité présente :
•	Une synthèse de la conformité aux présentes mesures ou aux mesures définies par l’entité pour atteindre les objectifs fixés par la réglementation et du niveau de sécurité des systèmes d’information audités ;
•	Les constats de non-conformité et les vulnérabilités identifiées ;
•	Les recommandations pour y remédier.";"Objectif de sécurité 17: Audit de la sécurité des systèmes d'information";"Audits de la sécurité";"EntiteEssentielle";"moyen";"Le règlement d'exécution requiert que les résultats des audits soient formalisés et communiqués aux personnes adéquates, mais ne prévoit pas que ces rapports inclus des recommandations de remédiation.";"2.3.3";"Les résultats des réexamens indépendants, y compris les résultats du contrôle de la conformité prévu au point 2.2 ainsi que du suivi et du mesurage prévus au point 7, sont communiqués aux organes de direction. Des mesures correctrices sont prises ou le risque résiduel est accepté conformément aux critères d’acceptation des risques des entités concernées.";;;;;;;;;;
"17.5-EE";"L’entité définit et met en œuvre un plan d’action visant à corriger les non-conformités et les vulnérabilités identifiées.
Ce plan d’action prévoit, au minimum, une échéance raisonnable et un responsable pour la réalisation de chaque action.";"Objectif de sécurité 17: Audit de la sécurité des systèmes d'information";"Audits de la sécurité";"EntiteEssentielle";"faible";"Le règlement d'exécution prévoit le réexamen indépendant des actions de sécurité mises en place par les entités mais ne prévoit pas la mise en place d'un plan d'action pour corriger les écarts identifiés avec les politiques et règlementations.";;;;;;;;;;;;
"18.1-EE";"L’entité n’installe et ne conserve sur ses systèmes d’information que les ressources logicielles nécessaires à la réalisation de ses activités et services ou au maintien en condition opérationnelle ou de sécurité de ses systèmes d’information (par exemple : utilisation d’un modèle de configuration centralisé (master) contenant exclusivement les logiciels/services strictement nécessaires aux besoins métiers et d’administration).";"Objectif de sécurité 18: Sécurisation de la configuration des ressources des systèmes d'information";"Sécurisation de la configuration";"EntiteEssentielle";"faible";"Le règlement d'exécution n'exige pas des entités de lister les ressources logicielles strictement nécessaires à la réalisation de leurs acticités et services ou de leur maintien en condition opérationnelle et de sécurité, qui seront alors les seules ressources à pouvoir être installées sur leurs SI. ";;;;;;;;;;;;
"18.2-EE";"Lorsque des raisons techniques ou opérationnelles ne permettent pas de désactiver ou désinstaller une ressource logicielle, l’entité met en œuvre des mesures permettant de réduire le risque associé.";"Objectif de sécurité 18: Sécurisation de la configuration des ressources des systèmes d'information";"Sécurisation de la configuration";"EntiteEssentielle";"élevé";;"6.10.3";"Lorsque l’impact potentiel de la vulnérabilité le justifie, les entités concernées élaborent et mettent en œuvre un plan visant à atténuer la vulnérabilité. Dans les autres cas, les entités concernées documentent et justifient la raison pour laquelle il n’est pas nécessaire de remédier à la vulnérabilité.";;;;;;;;;;
"18.3-EE";"L’entité configure les ressources de ses systèmes d’information de manière sécurisée en s’appuyant sur les recommandations de l’éditeur de la fonctionnalité, du fabricant de la ressource ou de l’autorité nationale de sécurité des systèmes d’information.";"Objectif de sécurité 18: Sécurisation de la configuration des ressources des systèmes d'information";"Sécurisation de la configuration";"EntiteEssentielle";"faible";"Le règlement d'exécution définit plusieurs mesures de sécurisation des configurations des ressources des SI des entités, mais ne demande pas explicitement à ce que les configurations suivent les recommandations des éditeurs, fabricants ou des autorités compétentes. ";;;;;;;;;;;;
"18.4-EE";"L’entité effectue annuellement une revue de configuration des ressources de ses systèmes d’information pour vérifier l’application des mesures précédentes. Il est recommandé que cette revue s’appuie sur un ou des outils automatisés (par exemple : scan de port et de vulnérabilité, revue (manuel ou automatique) des configurations des pares-feux par rapport aux matrices de flux).";"Objectif de sécurité 18: Sécurisation de la configuration des ressources des systèmes d'information";"Sécurisation de la configuration";"EntiteEssentielle";"élevé";;"6.3.2";"Aux fins du point 6.3.1, les entités concernées:
a) définissent et appliquent des configurations de sécurité pour leur matériel, leurs logiciels, leurs services et leurs réseaux;
b) définissent et utilisent des procédures et des outils pour assurer le respect des configurations sécurisées définies pour le matériel, les logiciels, les services et les réseaux, pour les systèmes récemment installés ainsi que pour les systèmes déjà en exploitation, pendant toute leur durée de vie.";"6.3.3";"Les entités concernées réexaminent et, s’il est besoin, mettent à jour les configurations à intervalles prédéfinis, ou en cas d’incidents importants ou lorsque des changements majeurs concernant les opérations ou les risques se produisent.";;;;;;;;
